Fecha,Estado,Ciudad,Tipo,Canal,Precio
2025-05-02,Quintana Roo,Cancún,Ultrapasteurizada,Autoservicios,31.8
2025-05-02,Quintana Roo,Chetumal,Ultrapasteurizada,Autoservicios,32.5
2025-05-02,San Luis Potosí,San Luis Potosí,Ultrapasteurizada,Autoservicios,31.97
2025-05-02,Sinaloa,Culiacán,Ultrapasteurizada,Autoservicios,32.32
2025-05-02,Sonora,Cd. Obregón,Ultrapasteurizada,Autoservicios,29.76
2025-05-02,Sonora,Hermosillo,Ultrapasteurizada,Autoservicios,24.3
2025-05-02,Sonora,Nogales,Ultrapasteurizada,Autoservicios,30.23
2025-05-02,Sonora,San Luis Río Colorado,Ultrapasteurizada,Autoservicios,0.0
2025-05-02,Tabasco,Villahermosa,Ultrapasteurizada,Autoservicios,29.13
2025-05-02,Tamaulipas,Cd. Victoria,Ultrapasteurizada,Autoservicios,34.5
2025-05-02,Tamaulipas,Matamoros,Ultrapasteurizada,Autoservicios,33.72
2025-05-02,Tamaulipas,Nuevo Laredo,Ultrapasteurizada,Autoservicios,31.45
2025-05-02,Tamaulipas,Reynosa,Ultrapasteurizada,Autoservicios,27.9
2025-05-02,Tamaulipas,Tampico,Ultrapasteurizada,Autoservicios,26.95
2025-05-02,Tlaxcala,Tlaxcala,Ultrapasteurizada,Autoservicios,35.38
2025-05-02,Veracruz,Coatzacoalcos,Ultrapasteurizada,Autoservicios,35.88
2025-05-02,Veracruz,Xalapa,Ultrapasteurizada,Autoservicios,31.83
2025-05-02,Veracruz,Veracruz ,Ultrapasteurizada,Autoservicios,36.35
2025-05-02,Yucatán,Mérida,Ultrapasteurizada,Autoservicios,33.0
2025-05-02,Zacatecas,Zacatecas,Ultrapasteurizada,Autoservicios,33.57
2025-04-30,Aguascalientes ,Aguascalientes,Pasteurizada,Tiendas,26.55
2025-04-30,Baja California,Mexicali,Pasteurizada,Tiendas,27.3
2025-04-30,Baja California,Tijuana,Pasteurizada,Tiendas,
2025-04-30,Baja California Sur,La Paz,Pasteurizada,Tiendas,26.0
2025-04-30,Campeche,Campeche,Pasteurizada,Tiendas,
2025-04-30,Coahuila,Piedras Negras,Pasteurizada,Tiendas,23.2
2025-04-30,Coahuila,Saltillo,Pasteurizada,Tiendas,31.2
2025-04-30,Coahuila,Torreón,Pasteurizada,Tiendas,31.5
2025-04-30,Colima,Colima,Pasteurizada,Tiendas,26.0
2025-04-30,Chiapas,Tapachula,Pasteurizada,Tiendas,
2025-04-30,Chiapas,Tuxtla Gutiérrez,Pasteurizada,Tiendas,
2025-04-30,Chihuahua,Chihuahua,Pasteurizada,Tiendas,29.55
2025-04-30,Chihuahua,Cd.Juárez,Pasteurizada,Tiendas,29.6
2025-04-30,CDMX,Ciudad de México,Pasteurizada,Tiendas,27.57
2025-04-30,CDMX,ZM Ciudad de México,Pasteurizada,Tiendas,23.95
2025-04-30,Durango,Durango,Pasteurizada,Tiendas,29.25
2025-04-30,Durango,Gómez Palacio,Pasteurizada,Tiendas,28.05
2025-04-30,Guanajuato,León,Pasteurizada,Tiendas,23.69
2025-04-30,Guanajuato,Celaya,Pasteurizada,Tiendas,28.63
2025-04-30,Guerrero,Acapulco,Pasteurizada,Tiendas,28.12
2025-04-30,Guerrero,Chilpancingo,Pasteurizada,Tiendas,29.0
2025-04-30,Hidalgo,Pachuca,Pasteurizada,Tiendas,28.0
2025-04-30,Jalisco,Guadalajara,Pasteurizada,Tiendas,26.25
2025-04-30,Jalisco,ZM Guadalajara,Pasteurizada,Tiendas,27.04
2025-04-30,Edo. México,Toluca,Pasteurizada,Tiendas,28.16
2025-04-30,Michoacán,Morelia,Pasteurizada,Tiendas,27.5
2025-04-30,Morelos,Cuernavaca,Pasteurizada,Tiendas,28.67
2025-04-30,Nayarit,Tepic,Pasteurizada,Tiendas,25.58
2025-04-30,Nuevo León,Monterrey,Pasteurizada,Tiendas,28.45
2025-04-30,Nuevo León,ZM Monterrey,Pasteurizada,Tiendas,28.45
2025-04-30,Oaxaca,Oaxaca,Pasteurizada,Tiendas,31.83
2025-04-30,Puebla,Puebla,Pasteurizada,Tiendas,29.0
2025-04-30,Puebla,ZM Puebla,Pasteurizada,Tiendas,30.15
2025-04-30,Querétaro,Querétaro,Pasteurizada,Tiendas,29.89
2025-04-30,Quintana Roo,Cancún,Pasteurizada,Tiendas,
2025-04-30,Quintana Roo,Chetumal,Pasteurizada,Tiendas,
2025-04-30,San Luis Potosí,San Luis Potosí,Pasteurizada,Tiendas,26.44
2025-04-30,Sinaloa,Culiacán,Pasteurizada,Tiendas,31.39
2025-04-30,Sonora,Cd. Obregón,Pasteurizada,Tiendas,27.0
2025-04-30,Sonora,Hermosillo,Pasteurizada,Tiendas,28.85
2025-04-30,Sonora,Nogales,Pasteurizada,Tiendas,
2025-04-30,Sonora,San Luis Río Colorado,Pasteurizada,Tiendas,0.0
2025-04-30,Tabasco,Villahermosa,Pasteurizada,Tiendas,
2025-04-30,Tamaulipas,Cd. Victoria,Pasteurizada,Tiendas,28.3
2025-04-30,Tamaulipas,Matamoros,Pasteurizada,Tiendas,31.0
2025-04-30,Tamaulipas,Nuevo Laredo,Pasteurizada,Tiendas,28.13
2025-04-30,Tamaulipas,Reynosa,Pasteurizada,Tiendas,29.63
2025-04-30,Tamaulipas,Tampico,Pasteurizada,Tiendas,19.45
2025-04-30,Tlaxcala,Tlaxcala,Pasteurizada,Tiendas,29.0
2025-04-30,Veracruz,Coatzacoalcos,Pasteurizada,Tiendas,
2025-04-30,Veracruz,Xalapa,Pasteurizada,Tiendas,
2025-04-30,Veracruz,Veracruz ,Pasteurizada,Tiendas,
2025-04-30,Yucatán,Mérida,Pasteurizada,Tiendas,
2025-04-30,Zacatecas,Zacatecas,Pasteurizada,Tiendas,25.0
2025-04-30,Aguascalientes ,Aguascalientes,Pasteurizada,Autoservicios,26.58
2025-04-30,Baja California,Mexicali,Pasteurizada,Autoservicios,26.16
2025-04-30,Baja California,Tijuana,Pasteurizada,Autoservicios,
2025-04-30,Baja California Sur,La Paz,Pasteurizada,Autoservicios,27.63
2025-04-30,Campeche,Campeche,Pasteurizada,Autoservicios,
2025-04-30,Coahuila,Piedras Negras,Pasteurizada,Autoservicios,23.3
2025-04-30,Coahuila,Saltillo,Pasteurizada,Autoservicios,32.33
2025-04-30,Coahuila,Torreón,Pasteurizada,Autoservicios,31.73
2025-04-30,Colima,Colima,Pasteurizada,Autoservicios,25.88
2025-04-30,Chiapas,Tapachula,Pasteurizada,Autoservicios,
2025-04-30,Chiapas,Tuxtla Gutiérrez,Pasteurizada,Autoservicios,
2025-04-30,Chihuahua,Chihuahua,Pasteurizada,Autoservicios,29.23
2025-04-30,Chihuahua,Cd.Juárez,Pasteurizada,Autoservicios,27.34
2025-04-30,CDMX,Ciudad de México,Pasteurizada,Autoservicios,28.92
2025-04-30,CDMX,ZM Ciudad de México,Pasteurizada,Autoservicios,23.7
2025-04-30,Durango,Durango,Pasteurizada,Autoservicios,28.05
2025-04-30,Durango,Gómez Palacio,Pasteurizada,Autoservicios,29.38
2025-04-30,Guanajuato,León,Pasteurizada,Autoservicios,23.75
2025-04-30,Guanajuato,Celaya,Pasteurizada,Autoservicios,25.33
2025-04-30,Guerrero,Acapulco,Pasteurizada,Autoservicios,29.4
2025-04-30,Guerrero,Chilpancingo,Pasteurizada,Autoservicios,29.97
2025-04-30,Hidalgo,Pachuca,Pasteurizada,Autoservicios,29.36
2025-04-30,Jalisco,Guadalajara,Pasteurizada,Autoservicios,26.0
2025-04-30,Jalisco,ZM Guadalajara,Pasteurizada,Autoservicios,28.9
2025-04-30,Edo. México,Toluca,Pasteurizada,Autoservicios,28.13
2025-04-30,Michoacán,Morelia,Pasteurizada,Autoservicios,27.47
2025-04-30,Morelos,Cuernavaca,Pasteurizada,Autoservicios,29.08
2025-04-30,Nayarit,Tepic,Pasteurizada,Autoservicios,26.84
2025-04-30,Nuevo León,Monterrey,Pasteurizada,Autoservicios,27.9
2025-04-30,Nuevo León,ZM Monterrey,Pasteurizada,Autoservicios,28.5
2025-04-30,Oaxaca,Oaxaca,Pasteurizada,Autoservicios,34.4
2025-04-30,Puebla,Puebla,Pasteurizada,Autoservicios,30.28
2025-04-30,Puebla,ZM Puebla,Pasteurizada,Autoservicios,29.75
2025-04-30,Querétaro,Querétaro,Pasteurizada,Autoservicios,30.22
2025-04-30,Quintana Roo,Cancún,Pasteurizada,Autoservicios,
2025-04-30,Quintana Roo,Chetumal,Pasteurizada,Autoservicios,
2025-04-30,San Luis Potosí,San Luis Potosí,Pasteurizada,Autoservicios,26.67
2025-04-30,Sinaloa,Culiacán,Pasteurizada,Autoservicios,30.65
2025-04-30,Sonora,Cd. Obregón,Pasteurizada,Autoservicios,27.62
2025-04-30,Sonora,Hermosillo,Pasteurizada,Autoservicios,26.88
2025-04-30,Sonora,Nogales,Pasteurizada,Autoservicios,
2025-04-30,Sonora,San Luis Río Colorado,Pasteurizada,Autoservicios,0.0
2025-04-30,Tabasco,Villahermosa,Pasteurizada,Autoservicios,
2025-04-30,Tamaulipas,Cd. Victoria,Pasteurizada,Autoservicios,26.24
2025-04-30,Tamaulipas,Matamoros,Pasteurizada,Autoservicios,29.23
2025-04-30,Tamaulipas,Nuevo Laredo,Pasteurizada,Autoservicios,26.38
2025-04-30,Tamaulipas,Reynosa,Pasteurizada,Autoservicios,28.83
2025-04-30,Tamaulipas,Tampico,Pasteurizada,Autoservicios,19.75
2025-04-30,Tlaxcala,Tlaxcala,Pasteurizada,Autoservicios,26.88
2025-04-30,Veracruz,Coatzacoalcos,Pasteurizada,Autoservicios,
2025-04-30,Veracruz,Xalapa,Pasteurizada,Autoservicios,
2025-04-30,Veracruz,Veracruz ,Pasteurizada,Autoservicios,
2025-04-30,Yucatán,Mérida,Pasteurizada,Autoservicios,
2025-04-30,Zacatecas,Zacatecas,Pasteurizada,Autoservicios,25.65
2025-04-30,Aguascalientes ,Aguascalientes,Ultrapasteurizada,Tiendas,30.7
2025-04-30,Baja California,Mexicali,Ultrapasteurizada,Tiendas,24.97
2025-04-30,Baja California,Tijuana,Ultrapasteurizada,Tiendas,31.62
2025-04-30,Baja California Sur,La Paz,Ultrapasteurizada,Tiendas,31.0
2025-04-30,Campeche,Campeche,Ultrapasteurizada,Tiendas,30.13
2025-04-30,Coahuila,Piedras Negras,Ultrapasteurizada,Tiendas,29.0
2025-04-30,Coahuila,Saltillo,Ultrapasteurizada,Tiendas,29.88
2025-04-30,Coahuila,Torreón,Ultrapasteurizada,Tiendas,38.0
2025-04-30,Colima,Colima,Ultrapasteurizada,Tiendas,28.0
2025-04-30,Chiapas,Tapachula,Ultrapasteurizada,Tiendas,31.0
2025-04-30,Chiapas,Tuxtla Gutiérrez,Ultrapasteurizada,Tiendas,27.0
2025-04-30,Chihuahua,Chihuahua,Ultrapasteurizada,Tiendas,33.83
2025-04-30,Chihuahua,Cd.Juárez,Ultrapasteurizada,Tiendas,
2025-04-30,CDMX,Ciudad de México,Ultrapasteurizada,Tiendas,27.95
2025-04-30,CDMX,ZM Ciudad de México,Ultrapasteurizada,Tiendas,25.77
2025-04-30,Durango,Durango,Ultrapasteurizada,Tiendas,
2025-04-30,Durango,Gómez Palacio,Ultrapasteurizada,Tiendas,34.0
2025-04-30,Guanajuato,León,Ultrapasteurizada,Tiendas,23.56
2025-04-30,Guanajuato,Celaya,Ultrapasteurizada,Tiendas,28.75
2025-04-30,Guerrero,Acapulco,Ultrapasteurizada,Tiendas,32.3
2025-04-30,Guerrero,Chilpancingo,Ultrapasteurizada,Tiendas,30.17
2025-04-30,Hidalgo,Pachuca,Ultrapasteurizada,Tiendas,28.67
2025-04-30,Jalisco,Guadalajara,Ultrapasteurizada,Tiendas,32.75
2025-04-30,Jalisco,ZM Guadalajara,Ultrapasteurizada,Tiendas,32.21
2025-04-30,Edo. México,Toluca,Ultrapasteurizada,Tiendas,29.46
2025-04-30,Michoacán,Morelia,Ultrapasteurizada,Tiendas,27.75
2025-04-30,Morelos,Cuernavaca,Ultrapasteurizada,Tiendas,29.0
2025-04-30,Nayarit,Tepic,Ultrapasteurizada,Tiendas,26.07
2025-04-30,Nuevo León,Monterrey,Ultrapasteurizada,Tiendas,33.2
2025-04-30,Nuevo León,ZM Monterrey,Ultrapasteurizada,Tiendas,31.68
2025-04-30,Oaxaca,Oaxaca,Ultrapasteurizada,Tiendas,31.92
2025-04-30,Puebla,Puebla,Ultrapasteurizada,Tiendas,35.38
2025-04-30,Puebla,ZM Puebla,Ultrapasteurizada,Tiendas,32.63
2025-04-30,Querétaro,Querétaro,Ultrapasteurizada,Tiendas,29.66
2025-04-30,Quintana Roo,Cancún,Ultrapasteurizada,Tiendas,32.74
2025-04-30,Quintana Roo,Chetumal,Ultrapasteurizada,Tiendas,26.5
2025-04-30,San Luis Potosí,San Luis Potosí,Ultrapasteurizada,Tiendas,27.19
2025-04-30,Sinaloa,Culiacán,Ultrapasteurizada,Tiendas,36.67
2025-04-30,Sonora,Cd. Obregón,Ultrapasteurizada,Tiendas,31.8
2025-04-30,Sonora,Hermosillo,Ultrapasteurizada,Tiendas,23.75
2025-04-30,Sonora,Nogales,Ultrapasteurizada,Tiendas,29.95
2025-04-30,Sonora,San Luis Río Colorado,Ultrapasteurizada,Tiendas,0.0
2025-04-30,Tabasco,Villahermosa,Ultrapasteurizada,Tiendas,27.12
2025-04-30,Tamaulipas,Cd. Victoria,Ultrapasteurizada,Tiendas,29.63
2025-04-30,Tamaulipas,Matamoros,Ultrapasteurizada,Tiendas,33.9
2025-04-30,Tamaulipas,Nuevo Laredo,Ultrapasteurizada,Tiendas,32.5
2025-04-30,Tamaulipas,Reynosa,Ultrapasteurizada,Tiendas,
2025-04-30,Tamaulipas,Tampico,Ultrapasteurizada,Tiendas,24.0
2025-04-30,Tlaxcala,Tlaxcala,Ultrapasteurizada,Tiendas,34.5
2025-04-30,Veracruz,Coatzacoalcos,Ultrapasteurizada,Tiendas,26.4
2025-04-30,Veracruz,Xalapa,Ultrapasteurizada,Tiendas,30.17
2025-04-30,Veracruz,Veracruz ,Ultrapasteurizada,Tiendas,32.88
2025-04-30,Yucatán,Mérida,Ultrapasteurizada,Tiendas,29.0
2025-04-30,Zacatecas,Zacatecas,Ultrapasteurizada,Tiendas,32.5
2025-04-30,Aguascalientes ,Aguascalientes,Ultrapasteurizada,Autoservicios,30.48
2025-04-30,Baja California,Mexicali,Ultrapasteurizada,Autoservicios,27.47
2025-04-30,Baja California,Tijuana,Ultrapasteurizada,Autoservicios,31.27
2025-04-30,Baja California Sur,La Paz,Ultrapasteurizada,Autoservicios,30.11
2025-04-30,Campeche,Campeche,Ultrapasteurizada,Autoservicios,35.4
2025-04-30,Coahuila,Piedras Negras,Ultrapasteurizada,Autoservicios,26.22
2025-04-30,Coahuila,Saltillo,Ultrapasteurizada,Autoservicios,35.8
2025-04-30,Coahuila,Torreón,Ultrapasteurizada,Autoservicios,36.4
2025-04-30,Colima,Colima,Ultrapasteurizada,Autoservicios,31.5
2025-04-30,Chiapas,Tapachula,Ultrapasteurizada,Autoservicios,35.48
2025-04-30,Chiapas,Tuxtla Gutiérrez,Ultrapasteurizada,Autoservicios,26.75
2025-04-30,Chihuahua,Chihuahua,Ultrapasteurizada,Autoservicios,37.72
2025-04-30,Chihuahua,Cd.Juárez,Ultrapasteurizada,Autoservicios,33.73
2025-04-30,CDMX,Ciudad de México,Ultrapasteurizada,Autoservicios,34.83
2025-04-30,CDMX,ZM Ciudad de México,Ultrapasteurizada,Autoservicios,23.57
2025-04-30,Durango,Durango,Ultrapasteurizada,Autoservicios,34.8
2025-04-30,Durango,Gómez Palacio,Ultrapasteurizada,Autoservicios,35.2
2025-04-30,Guanajuato,León,Ultrapasteurizada,Autoservicios,23.75
2025-04-30,Guanajuato,Celaya,Ultrapasteurizada,Autoservicios,29.83
2025-04-30,Guerrero,Acapulco,Ultrapasteurizada,Autoservicios,36.05
2025-04-30,Guerrero,Chilpancingo,Ultrapasteurizada,Autoservicios,31.55
2025-04-30,Hidalgo,Pachuca,Ultrapasteurizada,Autoservicios,35.27
2025-04-30,Jalisco,Guadalajara,Ultrapasteurizada,Autoservicios,28.0
2025-04-30,Jalisco,ZM Guadalajara,Ultrapasteurizada,Autoservicios,34.0
2025-04-30,Edo. México,Toluca,Ultrapasteurizada,Autoservicios,30.57
2025-04-30,Michoacán,Morelia,Ultrapasteurizada,Autoservicios,32.47
2025-04-30,Morelos,Cuernavaca,Ultrapasteurizada,Autoservicios,35.58
2025-04-30,Nayarit,Tepic,Ultrapasteurizada,Autoservicios,28.07
2025-04-30,Nuevo León,Monterrey,Ultrapasteurizada,Autoservicios,34.58
2025-04-30,Nuevo León,ZM Monterrey,Ultrapasteurizada,Autoservicios,35.07
2025-04-30,Oaxaca,Oaxaca,Ultrapasteurizada,Autoservicios,34.15
2025-04-30,Puebla,Puebla,Ultrapasteurizada,Autoservicios,32.85
2025-04-30,Puebla,ZM Puebla,Ultrapasteurizada,Autoservicios,35.25
2025-04-30,Querétaro,Querétaro,Ultrapasteurizada,Autoservicios,30.24
2025-04-30,Quintana Roo,Cancún,Ultrapasteurizada,Autoservicios,31.95
2025-04-30,Quintana Roo,Chetumal,Ultrapasteurizada,Autoservicios,32.5
2025-04-30,San Luis Potosí,San Luis Potosí,Ultrapasteurizada,Autoservicios,31.7
2025-04-30,Sinaloa,Culiacán,Ultrapasteurizada,Autoservicios,32.32
2025-04-30,Sonora,Cd. Obregón,Ultrapasteurizada,Autoservicios,29.76
2025-04-30,Sonora,Hermosillo,Ultrapasteurizada,Autoservicios,24.3
2025-04-30,Sonora,Nogales,Ultrapasteurizada,Autoservicios,30.23
2025-04-30,Sonora,San Luis Río Colorado,Ultrapasteurizada,Autoservicios,0.0
2025-04-30,Tabasco,Villahermosa,Ultrapasteurizada,Autoservicios,29.13
2025-04-30,Tamaulipas,Cd. Victoria,Ultrapasteurizada,Autoservicios,34.5
2025-04-30,Tamaulipas,Matamoros,Ultrapasteurizada,Autoservicios,34.72
2025-04-30,Tamaulipas,Nuevo Laredo,Ultrapasteurizada,Autoservicios,31.45
2025-04-30,Tamaulipas,Reynosa,Ultrapasteurizada,Autoservicios,27.9
2025-04-30,Tamaulipas,Tampico,Ultrapasteurizada,Autoservicios,26.95
2025-04-30,Tlaxcala,Tlaxcala,Ultrapasteurizada,Autoservicios,35.38
2025-04-30,Veracruz,Coatzacoalcos,Ultrapasteurizada,Autoservicios,35.22
2025-04-30,Veracruz,Xalapa,Ultrapasteurizada,Autoservicios,30.0
2025-04-30,Veracruz,Veracruz ,Ultrapasteurizada,Autoservicios,36.35
2025-04-30,Yucatán,Mérida,Ultrapasteurizada,Autoservicios,33.0
2025-04-30,Zacatecas,Zacatecas,Ultrapasteurizada,Autoservicios,33.57
2025-04-28,Aguascalientes ,Aguascalientes,Pasteurizada,Tiendas,26.55
2025-04-28,Baja California,Mexicali,Pasteurizada,Tiendas,27.3
2025-04-28,Baja California,Tijuana,Pasteurizada,Tiendas,
2025-04-28,Baja California Sur,La Paz,Pasteurizada,Tiendas,26.0
2025-04-28,Campeche,Campeche,Pasteurizada,Tiendas,
2025-04-28,Coahuila,Piedras Negras,Pasteurizada,Tiendas,23.2
2025-04-28,Coahuila,Saltillo,Pasteurizada,Tiendas,31.2
2025-04-28,Coahuila,Torreón,Pasteurizada,Tiendas,31.5
2025-04-28,Colima,Colima,Pasteurizada,Tiendas,26.0
2025-04-28,Chiapas,Tapachula,Pasteurizada,Tiendas,
2025-04-28,Chiapas,Tuxtla Gutiérrez,Pasteurizada,Tiendas,
2025-04-28,Chihuahua,Chihuahua,Pasteurizada,Tiendas,29.55
2025-04-28,Chihuahua,Cd.Juárez,Pasteurizada,Tiendas,29.6
2025-04-28,CDMX,Ciudad de México,Pasteurizada,Tiendas,27.57
2025-04-28,CDMX,ZM Ciudad de México,Pasteurizada,Tiendas,23.95
2025-04-28,Durango,Durango,Pasteurizada,Tiendas,29.5
2025-04-28,Durango,Gómez Palacio,Pasteurizada,Tiendas,28.05
2025-04-28,Guanajuato,León,Pasteurizada,Tiendas,23.69
2025-04-28,Guanajuato,Celaya,Pasteurizada,Tiendas,28.63
2025-04-28,Guerrero,Acapulco,Pasteurizada,Tiendas,28.12
2025-04-28,Guerrero,Chilpancingo,Pasteurizada,Tiendas,29.0
2025-04-28,Hidalgo,Pachuca,Pasteurizada,Tiendas,28.0
2025-04-28,Jalisco,Guadalajara,Pasteurizada,Tiendas,26.25
2025-04-28,Jalisco,ZM Guadalajara,Pasteurizada,Tiendas,27.18
2025-04-28,Edo. México,Toluca,Pasteurizada,Tiendas,28.16
2025-04-28,Michoacán,Morelia,Pasteurizada,Tiendas,27.5
2025-04-28,Morelos,Cuernavaca,Pasteurizada,Tiendas,28.67
2025-04-28,Nayarit,Tepic,Pasteurizada,Tiendas,25.58
2025-04-28,Nuevo León,Monterrey,Pasteurizada,Tiendas,28.45
2025-04-28,Nuevo León,ZM Monterrey,Pasteurizada,Tiendas,28.45
2025-04-28,Oaxaca,Oaxaca,Pasteurizada,Tiendas,32.33
2025-04-28,Puebla,Puebla,Pasteurizada,Tiendas,29.0
2025-04-28,Puebla,ZM Puebla,Pasteurizada,Tiendas,30.15
2025-04-28,Querétaro,Querétaro,Pasteurizada,Tiendas,29.84
2025-04-28,Quintana Roo,Cancún,Pasteurizada,Tiendas,
2025-04-28,Quintana Roo,Chetumal,Pasteurizada,Tiendas,
2025-04-28,San Luis Potosí,San Luis Potosí,Pasteurizada,Tiendas,26.44
2025-04-28,Sinaloa,Culiacán,Pasteurizada,Tiendas,31.39
2025-04-28,Sonora,Cd. Obregón,Pasteurizada,Tiendas,27.0
2025-04-28,Sonora,Hermosillo,Pasteurizada,Tiendas,28.25
2025-04-28,Sonora,Nogales,Pasteurizada,Tiendas,
2025-04-28,Sonora,San Luis Río Colorado,Pasteurizada,Tiendas,0.0
2025-04-28,Tabasco,Villahermosa,Pasteurizada,Tiendas,
2025-04-28,Tamaulipas,Cd. Victoria,Pasteurizada,Tiendas,28.3
2025-04-28,Tamaulipas,Matamoros,Pasteurizada,Tiendas,31.0
2025-04-28,Tamaulipas,Nuevo Laredo,Pasteurizada,Tiendas,28.13
2025-04-28,Tamaulipas,Reynosa,Pasteurizada,Tiendas,29.63
2025-04-28,Tamaulipas,Tampico,Pasteurizada,Tiendas,19.1
2025-04-28,Tlaxcala,Tlaxcala,Pasteurizada,Tiendas,28.0
2025-04-28,Veracruz,Coatzacoalcos,Pasteurizada,Tiendas,
2025-04-28,Veracruz,Xalapa,Pasteurizada,Tiendas,
2025-04-28,Veracruz,Veracruz ,Pasteurizada,Tiendas,
2025-04-28,Yucatán,Mérida,Pasteurizada,Tiendas,
2025-04-28,Zacatecas,Zacatecas,Pasteurizada,Tiendas,25.0
2025-04-28,Aguascalientes ,Aguascalientes,Pasteurizada,Autoservicios,26.58
2025-04-28,Baja California,Mexicali,Pasteurizada,Autoservicios,26.16
2025-04-28,Baja California,Tijuana,Pasteurizada,Autoservicios,
2025-04-28,Baja California Sur,La Paz,Pasteurizada,Autoservicios,27.63
2025-04-28,Campeche,Campeche,Pasteurizada,Autoservicios,
2025-04-28,Coahuila,Piedras Negras,Pasteurizada,Autoservicios,23.3
2025-04-28,Coahuila,Saltillo,Pasteurizada,Autoservicios,32.08
2025-04-28,Coahuila,Torreón,Pasteurizada,Autoservicios,31.73
2025-04-28,Colima,Colima,Pasteurizada,Autoservicios,25.88
2025-04-28,Chiapas,Tapachula,Pasteurizada,Autoservicios,
2025-04-28,Chiapas,Tuxtla Gutiérrez,Pasteurizada,Autoservicios,
2025-04-28,Chihuahua,Chihuahua,Pasteurizada,Autoservicios,29.23
2025-04-28,Chihuahua,Cd.Juárez,Pasteurizada,Autoservicios,27.34
2025-04-28,CDMX,Ciudad de México,Pasteurizada,Autoservicios,28.92
2025-04-28,CDMX,ZM Ciudad de México,Pasteurizada,Autoservicios,23.7
2025-04-28,Durango,Durango,Pasteurizada,Autoservicios,28.05
2025-04-28,Durango,Gómez Palacio,Pasteurizada,Autoservicios,29.38
2025-04-28,Guanajuato,León,Pasteurizada,Autoservicios,23.75
2025-04-28,Guanajuato,Celaya,Pasteurizada,Autoservicios,25.33
2025-04-28,Guerrero,Acapulco,Pasteurizada,Autoservicios,29.4
2025-04-28,Guerrero,Chilpancingo,Pasteurizada,Autoservicios,29.97
2025-04-28,Hidalgo,Pachuca,Pasteurizada,Autoservicios,29.45
2025-04-28,Jalisco,Guadalajara,Pasteurizada,Autoservicios,26.0
2025-04-28,Jalisco,ZM Guadalajara,Pasteurizada,Autoservicios,28.9
2025-04-28,Edo. México,Toluca,Pasteurizada,Autoservicios,28.13
2025-04-28,Michoacán,Morelia,Pasteurizada,Autoservicios,27.47
2025-04-28,Morelos,Cuernavaca,Pasteurizada,Autoservicios,29.08
2025-04-28,Nayarit,Tepic,Pasteurizada,Autoservicios,26.84
2025-04-28,Nuevo León,Monterrey,Pasteurizada,Autoservicios,27.9
2025-04-28,Nuevo León,ZM Monterrey,Pasteurizada,Autoservicios,28.5
2025-04-28,Oaxaca,Oaxaca,Pasteurizada,Autoservicios,34.13
2025-04-28,Puebla,Puebla,Pasteurizada,Autoservicios,30.28
2025-04-28,Puebla,ZM Puebla,Pasteurizada,Autoservicios,30.38
2025-04-28,Querétaro,Querétaro,Pasteurizada,Autoservicios,30.19
2025-04-28,Quintana Roo,Cancún,Pasteurizada,Autoservicios,
2025-04-28,Quintana Roo,Chetumal,Pasteurizada,Autoservicios,
2025-04-28,San Luis Potosí,San Luis Potosí,Pasteurizada,Autoservicios,26.67
2025-04-28,Sinaloa,Culiacán,Pasteurizada,Autoservicios,30.65
2025-04-28,Sonora,Cd. Obregón,Pasteurizada,Autoservicios,27.67
2025-04-28,Sonora,Hermosillo,Pasteurizada,Autoservicios,26.88
2025-04-28,Sonora,Nogales,Pasteurizada,Autoservicios,
2025-04-28,Sonora,San Luis Río Colorado,Pasteurizada,Autoservicios,0.0
2025-04-28,Tabasco,Villahermosa,Pasteurizada,Autoservicios,
2025-04-28,Tamaulipas,Cd. Victoria,Pasteurizada,Autoservicios,26.24
2025-04-28,Tamaulipas,Matamoros,Pasteurizada,Autoservicios,29.23
2025-04-28,Tamaulipas,Nuevo Laredo,Pasteurizada,Autoservicios,26.38
2025-04-28,Tamaulipas,Reynosa,Pasteurizada,Autoservicios,28.83
2025-04-28,Tamaulipas,Tampico,Pasteurizada,Autoservicios,19.25
2025-04-28,Tlaxcala,Tlaxcala,Pasteurizada,Autoservicios,26.88
2025-04-28,Veracruz,Coatzacoalcos,Pasteurizada,Autoservicios,
2025-04-28,Veracruz,Xalapa,Pasteurizada,Autoservicios,
2025-04-28,Veracruz,Veracruz ,Pasteurizada,Autoservicios,
2025-04-28,Yucatán,Mérida,Pasteurizada,Autoservicios,
2025-04-28,Zacatecas,Zacatecas,Pasteurizada,Autoservicios,25.65
2025-04-28,Aguascalientes ,Aguascalientes,Ultrapasteurizada,Tiendas,30.7
2025-04-28,Baja California,Mexicali,Ultrapasteurizada,Tiendas,24.83
2025-04-28,Baja California,Tijuana,Ultrapasteurizada,Tiendas,31.62
2025-04-28,Baja California Sur,La Paz,Ultrapasteurizada,Tiendas,31.0
2025-04-28,Campeche,Campeche,Ultrapasteurizada,Tiendas,30.13
2025-04-28,Coahuila,Piedras Negras,Ultrapasteurizada,Tiendas,29.0
2025-04-28,Coahuila,Saltillo,Ultrapasteurizada,Tiendas,30.0
2025-04-28,Coahuila,Torreón,Ultrapasteurizada,Tiendas,38.0
2025-04-28,Colima,Colima,Ultrapasteurizada,Tiendas,28.0
2025-04-28,Chiapas,Tapachula,Ultrapasteurizada,Tiendas,30.88
